,BLKA,CFID,CFPARAMS,EFG_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,GROUP_SET,GROUP_VALUE,PCT_AST_2PM,PCT_AST_3PM,PCT_AST_FGM,PCT_UAST_2PM,PCT_UAST_3PM,PCT_UAST_FGM
0,285,173,Restricted Area,0.578,0,0,0.0,2200,1272,0.578,Shot Area,Restricted Area,0.504,0.0,0.504,0.496,0.0,0.496
1,92,173,In The Paint (Non-RA),0.39,0,0,0.0,846,330,0.39,Shot Area,In The Paint (Non-RA),0.37,0.0,0.37,0.63,0.0,0.63
2,33,173,Mid-Range,0.423,0,0,0.0,1658,701,0.423,Shot Area,Mid-Range,0.454,0.0,0.454,0.546,0.0,0.546
3,0,173,Left Corner 3,0.627,316,132,0.418,316,132,0.418,Shot Area,Left Corner 3,0.0,0.917,0.917,0.0,0.083,0.083
4,2,173,Right Corner 3,0.543,257,93,0.362,257,93,0.362,Shot Area,Right Corner 3,0.0,0.957,0.957,0.0,0.043,0.043
5,12,173,Above the Break 3,0.548,1748,639,0.366,1748,639,0.366,Shot Area,Above the Break 3,0.0,0.715,0.715,0.0,0.285,0.285
6,0,173,Backcourt,0.0,11,0,0.0,11,0,0.0,Shot Area,Backcourt,0.0,0.0,0.0,0.0,0.0,0.0
0,0,169,Assisted,1.191,667,667,1.0,1748,1748,1.0,Assisted Shot,Assisted,1.0,1.0,1.0,0.0,0.0,0.0
1,0,169,Unassisted,1.069,197,197,1.0,1419,1419,1.0,Assisted Shot,Unassisted,0.0,0.0,0.0,1.0,1.0,1.0
0,0,174,Alley Oop Dunk Shot,0.931,0,0,0.0,29,27,0.931,Shot Type,Alley Oop Dunk Shot,1.0,0.0,1.0,0.0,0.0,0.0
1,0,174,Alley Oop Layup shot,0.4,0,0,0.0,15,6,0.4,Shot Type,Alley Oop Layup shot,1.0,0.0,1.0,0.0,0.0,0.0
2,0,174,Cutting Dunk Shot,1.0,0,0,0.0,59,59,1.0,Shot Type,Cutting Dunk Shot,1.0,0.0,1.0,0.0,0.0,0.0
3,0,174,Cutting Finger Roll Layup Shot,0.917,0,0,0.0,12,11,0.917,Shot Type,Cutting Finger Roll Layup Shot,1.0,0.0,1.0,0.0,0.0,0.0
4,2,174,Cutting Layup Shot,0.83,0,0,0.0,106,88,0.83,Shot Type,Cutting Layup Shot,1.0,0.0,1.0,0.0,0.0,0.0
5,0,174,Driving Bank Hook Shot,0.667,0,0,0.0,3,2,0.667,Shot Type,Driving Bank Hook Shot,1.0,0.0,1.0,0.0,0.0,0.0
6,1,174,Driving Bank shot,0.677,0,0,0.0,31,21,0.677,Shot Type,Driving Bank shot,0.238,0.0,0.238,0.762,0.0,0.762
7,5,174,Driving Dunk Shot,0.796,0,0,0.0,54,43,0.796,Shot Type,Driving Dunk Shot,0.558,0.0,0.558,0.442,0.0,0.442
8,10,174,Driving Finger Roll Layup Shot,0.683,0,0,0.0,104,71,0.683,Shot Type,Driving Finger Roll Layup Shot,0.268,0.0,0.268,0.732,0.0,0.732
9,0,174,Driving Floating Bank Jump Shot,0.462,0,0,0.0,26,12,0.462,Shot Type,Driving Floating Bank Jump Shot,0.25,0.0,0.25,0.75,0.0,0.75
10,8,174,Driving Floating Jump Shot,0.459,0,0,0.0,109,50,0.459,Shot Type,Driving Floating Jump Shot,0.26,0.0,0.26,0.74,0.0,0.74
11,1,174,Driving Hook Shot,0.533,0,0,0.0,45,24,0.533,Shot Type,Driving Hook Shot,0.125,0.0,0.125,0.875,0.0,0.875
12,0,174,Driving Jump shot,0.0,0,0,0.0,0,0,0.0,Shot Type,Driving Jump shot,0.0,0.0,0.0,0.0,0.0,0.0
13,63,174,Driving Layup Shot,0.538,0,0,0.0,465,250,0.538,Shot Type,Driving Layup Shot,0.264,0.0,0.264,0.736,0.0,0.736
14,0,174,Driving Reverse Dunk Shot,1.0,0,0,0.0,1,1,1.0,Shot Type,Driving Reverse Dunk Shot,1.0,0.0,1.0,0.0,0.0,0.0
15,10,174,Driving Reverse Layup Shot,0.586,0,0,0.0,87,51,0.586,Shot Type,Driving Reverse Layup Shot,0.294,0.0,0.294,0.706,0.0,0.706
16,10,174,Dunk Shot,0.837,0,0,0.0,104,87,0.837,Shot Type,Dunk Shot,0.897,0.0,0.897,0.103,0.0,0.103
17,0,174,Fadeaway Bank shot,0.6,1,0,0.0,5,3,0.6,Shot Type,Fadeaway Bank shot,0.333,0.0,0.333,0.667,0.0,0.667
18,3,174,Fadeaway Jump Shot,0.486,5,2,0.4,105,50,0.476,Shot Type,Fadeaway Jump Shot,0.229,0.5,0.24,0.771,0.5,0.76
19,2,174,Finger Roll Layup Shot,0.64,0,0,0.0,25,16,0.64,Shot Type,Finger Roll Layup Shot,0.688,0.0,0.688,0.313,0.0,0.313
20,10,174,Floating Jump shot,0.407,0,0,0.0,231,94,0.407,Shot Type,Floating Jump shot,0.457,0.0,0.457,0.543,0.0,0.543
21,0,174,Hook Bank Shot,0.333,0,0,0.0,9,3,0.333,Shot Type,Hook Bank Shot,0.333,0.0,0.333,0.667,0.0,0.667
22,8,174,Hook Shot,0.442,0,0,0.0,86,38,0.442,Shot Type,Hook Shot,0.447,0.0,0.447,0.553,0.0,0.553
23,0,174,Jump Bank Shot,0.639,2,1,0.5,54,34,0.63,Shot Type,Jump Bank Shot,0.667,0.0,0.647,0.333,1.0,0.353
24,129,174,Jump Shot,0.437,2084,728,0.349,3239,1053,0.325,Shot Type,Jump Shot,0.655,0.876,0.808,0.345,0.124,0.192
25,127,174,Layup Shot,0.342,0,0,0.0,459,157,0.342,Shot Type,Layup Shot,0.688,0.0,0.688,0.312,0.0,0.312
26,0,174,Pullup Bank shot,0.75,1,1,1.0,6,4,0.667,Shot Type,Pullup Bank shot,1.0,0.0,0.75,0.0,1.0,0.25
27,6,174,Pullup Jump shot,0.639,169,97,0.574,628,353,0.562,Shot Type,Pullup Jump shot,0.309,0.216,0.283,0.691,0.784,0.717
28,0,174,Putback Dunk Shot,1.0,0,0,0.0,22,22,1.0,Shot Type,Putback Dunk Shot,0.0,0.0,0.0,1.0,0.0,1.0
29,4,174,Putback Layup Shot,0.67,0,0,0.0,88,59,0.67,Shot Type,Putback Layup Shot,0.0,0.0,0.0,1.0,0.0,1.0
30,0,174,Reverse Dunk Shot,0.714,0,0,0.0,7,5,0.714,Shot Type,Reverse Dunk Shot,1.0,0.0,1.0,0.0,0.0,0.0
31,7,174,Reverse Layup Shot,0.686,0,0,0.0,51,35,0.686,Shot Type,Reverse Layup Shot,0.714,0.0,0.714,0.286,0.0,0.286
32,0,174,Running Alley Oop Dunk Shot,1.0,0,0,0.0,2,2,1.0,Shot Type,Running Alley Oop Dunk Shot,1.0,0.0,1.0,0.0,0.0,0.0
33,0,174,Running Alley Oop Layup Shot,1.0,0,0,0.0,1,1,1.0,Shot Type,Running Alley Oop Layup Shot,1.0,0.0,1.0,0.0,0.0,0.0
34,0,174,Running Dunk Shot,0.984,0,0,0.0,61,60,0.984,Shot Type,Running Dunk Shot,0.65,0.0,0.65,0.35,0.0,0.35
35,0,174,Running Finger Roll Layup Shot,1.0,0,0,0.0,6,6,1.0,Shot Type,Running Finger Roll Layup Shot,0.167,0.0,0.167,0.833,0.0,0.833
36,2,174,Running Jump Shot,0.513,10,5,0.5,40,18,0.45,Shot Type,Running Jump Shot,0.385,0.6,0.444,0.615,0.4,0.556
37,8,174,Running Layup Shot,0.688,0,0,0.0,93,64,0.688,Shot Type,Running Layup Shot,0.547,0.0,0.547,0.453,0.0,0.453
38,1,174,Running Pull-Up Jump Shot,0.864,7,6,0.857,22,16,0.727,Shot Type,Running Pull-Up Jump Shot,0.1,0.167,0.125,0.9,0.833,0.875
39,0,174,Running Reverse Layup Shot,0.833,0,0,0.0,6,5,0.833,Shot Type,Running Reverse Layup Shot,0.2,0.0,0.2,0.8,0.0,0.8
40,0,174,Step Back Bank Jump Shot,1.0,0,0,0.0,1,1,1.0,Shot Type,Step Back Bank Jump Shot,0.0,0.0,0.0,1.0,0.0,1.0
41,2,174,Step Back Jump shot,0.529,53,24,0.453,210,99,0.471,Shot Type,Step Back Jump shot,0.107,0.125,0.111,0.893,0.875,0.889
42,0,174,Tip Dunk Shot,0.933,0,0,0.0,30,28,0.933,Shot Type,Tip Dunk Shot,0.0,0.0,0.0,1.0,0.0,1.0
43,0,174,Tip Layup Shot,0.485,0,0,0.0,130,63,0.485,Shot Type,Tip Layup Shot,0.0,0.0,0.0,1.0,0.0,1.0
44,0,174,Turnaround Bank Hook Shot,0.6,0,0,0.0,5,3,0.6,Shot Type,Turnaround Bank Hook Shot,0.333,0.0,0.333,0.667,0.0,0.667
45,0,174,Turnaround Bank shot,0.5,0,0,0.0,12,6,0.5,Shot Type,Turnaround Bank shot,0.333,0.0,0.333,0.667,0.0,0.667
46,0,174,Turnaround Fadeaway Bank Jump Shot,0.667,0,0,0.0,3,2,0.667,Shot Type,Turnaround Fadeaway Bank Jump Shot,0.5,0.0,0.5,0.5,0.0,0.5
47,0,174,Turnaround Fadeaway shot,0.37,0,0,0.0,46,17,0.37,Shot Type,Turnaround Fadeaway shot,0.176,0.0,0.176,0.824,0.0,0.824
48,2,174,Turnaround Hook Shot,0.474,0,0,0.0,38,18,0.474,Shot Type,Turnaround Hook Shot,0.5,0.0,0.5,0.5,0.0,0.5
49,3,174,Turnaround Jump Shot,0.42,4,0,0.0,69,29,0.42,Shot Type,Turnaround Jump Shot,0.448,0.0,0.448,0.552,0.0,0.552
